"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"NoError, EmulTrap";"Stunt Car Racer (c) 1989 Microstyle - 1 disk.";"1989 Geoff Crammond/Microstyle";"whdload";"0";"Stunt Car Racer";"StuntCarRacerTNT";"513434";"S\StuntCarRacerTNT\StuntCarRacerTNT.Slave";"4096";"S\StuntCarRacerTNT";"524288";"StuntCarRacerTNT";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Stunt Track Racer (c) 1989 Microplay.";"1989 Microstyle";"whdload";"0";"Stunt Track Racer";"StuntTrackRacer";"514433";"S\StuntTrackRacer\StuntTrackRacer.Slave";"0";"S\StuntTrackRacer";"524288";"StuntTrackRacer";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Subbuteo (c) 1990 Goliath - 1 disk.";"1990 Goliath";"whdload";"0";"Subbuteo";"Subbuteo";"611303";"S\Subbuteo\Subbuteo.Slave";"4096";"S\Subbuteo";"524288";"Subbuteo";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Suburban Commando by Alternative (c) 1993 - 1 disk.";"1993 Alternative";"whdload";"0";"Suburban Commando";"SuburbanCommando";"728140";"S\SuburbanCommando\SuburbanCommando.Slave";"0";"S\SuburbanCommando";"524288";"SuburbanCommando";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Summer Camp (c) 1991 Thalamus - 1 disk.";"1991 Thalamus";"whdload";"0";"Summer Camp";"SummerCamp";"930014";"S\SummerCamp\SummerCamp.Slave";"0";"S\SummerCamp";"524288";"SummerCamp";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Summer Olympiad ? 1988 TyneSoft/Thunder Mountain.";"1988 TyneSoft / Thunder Mountain ";"whdload";"0";"Summer Olympiad / Summer Challenge";"SummerChallenge";"832622";"S\SummerChallenge\SummerChallenge.Slave";"0";"S\SummerChallenge";"524288";"SummerChallenge";"OCS/ECS";"";"";"";"";""
"NoError";"Summer Games and/or Summer Games 2 (c) 1992";"1992 US Gold";"whdload";"0";"Summer Games 1 and 2";"SummerGames";"305901";"S\SummerGames\SummerGames.slave";"0";"S\SummerGames";"524288";"SummerGames";"OCS/ECS";"";"";"";"";""
"NoError";"Summer Games and/or Summer Games 2 (c) 1992";"1992 US Gold";"whdload";"0";"Summer Games 1 and 2";"SummerGames2";"440460";"S\SummerGames2\SummerGames2.slave";"0";"S\SummerGames2";"524288";"SummerGames2";"OCS/ECS";"";"";"";"";""
"NoError";"Summer Games and/or Summer Games 2 (c) 1992";"1992 US Gold";"whdload";"0";"Summer Games 1 and 2";"SummerGames&SummerGames2";"737018";"S\SummerGames&SummerGames2\SummerGames&SummerGames2.slave";"0";"S\SummerGames&SummerGames2";"524288";"SummerGames";"OCS/ECS";"";"";"";"";"SummerGames2"
"NoError, EmulTrap";"Summer Olympiad ? 1988 TyneSoft/Thunder Mountain.";"1988 TyneSoft / Thunder Mountain ";"whdload";"0";"Summer Olympiad / Summer Challenge";"SummerOlympiad";"833143";"S\SummerOlympiad\SummerOlympiad.Slave";"0";"S\SummerOlympiad";"524288";"SummerOlympiad";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Supaplex ? 1991 Digital Integration.";"1991 Digital Integration ";"whdload";"0";"Supaplex";"Supaplex";"997054";"S\Supaplex\Supaplex.Slave";"0";"S\Supaplex";"524288";"Supaplex";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Super Cars (c) 1990 Magnetic Fields/Gremlin - 1 or 2";"1990 Magnetic Fields/Gremlin";"whdload";"0";"Super Cars";"SuperCars2Disk";"1287825";"S\SuperCars2Disk\SuperCars2Disk.Slave";"0";"S\SuperCars2Disk";"524288";"SuperCars";"OCS/ECS";"";"";"";"2Disk";""
"NoError, NoKbd, EmulTrapV";"Super Cauldron ? 1993 Titus.";"1993 Titus";"whdload";"0";"Super Cauldron";"SuperCauldron";"1015763";"S\SuperCauldron\SuperCauldron.Slave";"0";"S\SuperCauldron";"524288";"SuperCauldron";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Super Grand Prix (c) 1991 Codemasters - 1 disk.";"1991 Codemasters";"whdload";"0";"Super Grand Prix";"SuperGrandPrix";"934584";"S\SuperGrandPrix\SuperGrandPrix.Slave";"4096";"S\SuperGrandPrix";"524288";"SuperGrandPrix";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, EmulDivZero";"Grid Runner aka Super Grid Runner (c) Llamasoft 1989";"1989 Llamasoft";"whdload";"0";"Grid Runner";"SuperGridRunner";"372328";"S\SuperGridRunner\SuperGridRunner.Slave";"4096";"S\SuperGridRunner";"524288";"SuperGridRunner";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Superman ? 1988 TyneSoft/Subway/First star software.";"1988-89 TyneSoft / First Star Software";"whdload";"0";"Superman - The man of steel";"Superman";"1021767";"S\Superman\Superman.Slave";"0";"S\Superman";"524288";"Superman";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Super Monaco GP (c) 1991 US Gold (1 disk).";"1991 US Gold";"whdload";"0";"Super Monaco GP";"SuperMonacoGP";"923081";"S\SuperMonacoGP\SuperMonacoGP.slave";"0";"S\SuperMonacoGP";"524288";"SuperMonacoGP";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Super Scramble Simulator by Gremlin/Magnetic Fields (c) 1989 - 2 disks.";"1989 Gremlin";"whdload";"0";"Super Scramble Simulator";"SuperScrambleSimulator";"1612956";"S\SuperScrambleSimulator\SuperScrambleSimulator.slave";"0";"S\SuperScrambleSimulator";"524288";"SuperScrambleSimulator";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Super Seymour Saves The Planet by Code Masters/Optimus Software (c) 1992 - 1 disk.";"1992 Code Masters";"whdload";"0";"Super Seymour";"SuperSeymourSavesPlanet";"256127";"S\SuperSeymourSavesPlanet\SuperSeymourSavesPlanet.slave";"0";"S\SuperSeymourSavesPlanet";"524288";"SuperSeymourSavesPlanet";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Super Skweek ?1990 Loriciel";"1990 Loriciel";"whdload";"0";"Super Skweek";"SuperSkweek512KB";"1577727";"S\SuperSkweek512KB\SuperSkweek512KB.Slave";"4096";"S\SuperSkweek512KB";"524288";"SuperSkweek";"OCS/ECS";"";"512KB";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Super Space Invaders ? 1991 Taito/Domark.";"1991 Taito";"whdload";"0";"Super Space Invaders";"SuperSpaceInvaders";"1825386";"S\SuperSpaceInvaders\SuperSpaceInvaders.slave";"0";"S\SuperSpaceInvaders";"524288";"SuperSpaceInvaders";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"";"1990 Virgin Mastertronic Ltd.";"whdload";"0";"Supremacy";"Supremacy";"1557991";"S\Supremacy\Supremacy.Slave";"0";"S\Supremacy";"524288";"Supremacy";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Switchblade (c) 1989 Core Design/Gremlin - 1 disk.";"1989 Core Design/Gremlin";"whdload";"0";"Switchblade";"Switchblade";"373215";"S\Switchblade\Switchblade.Slave";"0";"S\Switchblade";"524288";"Switchblade";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"The Sword and The Rose by Code Masters (c) 1991 - 1 disk.";"1991 Code Masters";"whdload";"0";"The Sword and the Rose";"Sword&TheRose";"439846";"S\Sword&TheRose\Sword&TheRose.slave";"0";"S\Sword&TheRose";"524288";"Sword&TheRose";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Sword Of Honour ? 1992 Prestige";"";"whdload";"0";"";"SwordOfHonour";"1818286";"S\SwordOfHonour\SwordOfHonour.slave";"";"S\SwordOfHonour";"524288";"SwordOfHonour";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Sword of Sodan (c) 1988 Discovery International.";"";"whdload";"0";"";"SwordOfSodan";"3016956";"S\SwordOfSodan\SwordOfSodan.slave";"";"S\SwordOfSodan";"524288";"SwordOfSodan";"OCS/ECS";"";"";"";"";""
"NoError";"Swords And Galleons ? 1991 Idea Software.";"@1991 Idea Software";"whdload";"0";"Swords & Galleons";"Swords&Galleons";"2719014";"S\Swords&Galleons\Swords&Galleons.slave";"0";"S\Swords&Galleons";"524288";"Swords&Galleons";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"T-Bird (c) 1989 PAL Developments - 1 disk.";"1989 PAL Developments";"whdload";"0";"T-Bird";"TBird";"307487";"T\TBird\TBird.Slave";"0";"T\TBird";"524288";"TBird";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Team Suzuki by Gremlin (c) 1991 - 1 disk.";"1991 Gremlin";"whdload";"0";"Team Suzuki";"TeamSuzuki";"598353";"T\TeamSuzuki\TeamSuzuki.slave";"0";"T\TeamSuzuki";"524288";"TeamSuzuki";"OCS/ECS";"";"";"";"";""
"NoError";"Tearaway Thomas (c) 1992 Head-On Technology Ltd.";"1992 Head-On Technology Ltd";"whdload";"0";"Tearaway Thomas";"TearawayThomas";"690851";"T\TearawayThomas\TearawayThomas.slave";"0";"T\TearawayThomas";"524288";"TearawayThomas";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Tecnoball ? 1991 TLK Games";"1991 TLK Games";"whdload";"0";"Tecnoball";"Tecnoball";"995478";"T\Tecnoball\Tecnoball.slave";"12288";"T\Tecnoball";"524288";"Tecnoball";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Teenage Mutant Hero Turtles by Mirrorsoft/Probe (c) 1990 - 1 disk.";"1990 Mirrorsoft";"whdload";"0";"Teenage Mutant Hero Turtles";"TeenageMtntHeroTurtles";"910408";"T\TeenageMtntHeroTurtles\TeenageMtntHeroTurtles.Slave";"0";"T\TeenageMtntHeroTurtles";"524288";"TeenageMtntHeroTurtles";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Teenage Mutant Hero Turtles ? 1991 Konami";"1991 Konami";"whdload";"0";"Teenage Mutant Hero Turtles";"TeenageMtntHeroTurtlesCOp";"983814";"T\TeenageMtntHeroTurtlesCOp\TeenageMtntHeroTurtlesCOp.slave";"4096";"T\TeenageMtntHeroTurtlesCOp";"524288";"TeenageMtntHeroTurtlesCOp";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"The Teller/The Brain Blasters ? 1991 UbiSoft.";"1991 Ubi Soft";"whdload";"0";"The Teller/The Brain Blasters";"Teller";"477569";"T\Teller\Teller.Slave";"0";"T\Teller";"524288";"Teller";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Tennis Cup ? Loriciel/Electronic zoo.";"1989 Loriciel/Electronic Zoo";"whdload";"0";"Tennis Cup (0.5 Mo)";"TennisCup512Kb";"950467";"T\TennisCup512Kb\TennisCup512Kb.Slave";"4096";"T\TennisCup512Kb";"524288";"TennisCup";"OCS/ECS";"";"512Kb";"";"";""
"NoError, EmulTrap, ClearMem";"Cosmic Relief or Terramex by Grandslam (c) 1987 - 1 disk.";"1987 Grandslam";"whdload";"0";"Cosmic Relief/Terramex";"Terramex";"708697";"T\Terramex\Terramex.Slave";"0";"T\Terramex";"524288";"Terramex";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Terrorpods ? 1987 Psygnosis";"1987 Psygnosis";"whdload";"0";"Terrorpods";"Terrorpods";"593592";"T\Terrorpods\Terrorpods.Slave";"4096";"T\Terrorpods";"524288";"Terrorpods";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, NoKbd";"Terry's Big Adventure (c) 1989 Grandslam - 1 disk.";"1989 Grandslam";"whdload";"0";"Terry";"TerrysBigAdventure";"311582";"T\TerrysBigAdventure\TerrysBigAdventure.Slave";"0";"T\TerrysBigAdventure";"524288";"TerrysBigAdventure";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Tetra Quest ? 1988 Microdeal";"1988 Microdeal";"whdload";"0";"Tetra Quest";"TetraQuest";"690715";"T\TetraQuest\TetraQuest.slave";"0";"T\TetraQuest";"524288";"TetraQuest";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Tetrix (c) 1991 Markus Olinger/CT-Verlug - 1 disk.";"1991 Markus Olinger/CT-Verlug";"whdload";"0";"Tetrix";"Tetrix";"155131";"T\Tetrix\Tetrix.Slave";"0";"T\Tetrix";"524288";"Tetrix";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Theme Park Mystery ? 1991 Imageworks/Konami.";"1991 Imageworks & Konami";"whdload";"0";"Theme Park Mystery";"ThemeParkMystery";"945069";"T\ThemeParkMystery\ThemeParkMystery.slave";"0";"T\ThemeParkMystery";"524288";"ThemeParkMystery";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"1992 Britt Allcroft (Thomas) Ltd.";"whdload";"0";"Thomas the Tank Engine";"ThomasTheTankEngine";"929061";"T\ThomasTheTankEngine\ThomasTheTankEngine.Slave";"0";"T\ThomasTheTankEngine";"524288";"ThomasTheTankEngine";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"";"whdload";"0";"";"ThomasTheTankEngine2";"925852";"T\ThomasTheTankEngine2\ThomasTheTankEngine2.slave";"";"T\ThomasTheTankEngine2";"524288";"ThomasTheTankEngine2";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Thunderbirds ? 1989 Grandslam.";"";"whdload";"1024";"";"Thunderbirds";"1813959";"T\Thunderbirds\Thunderbirds.slave";"";"T\Thunderbirds";"524288";"Thunderbirds";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"1988/89 Sega";"whdload";"0";"Thunder Blade";"ThunderBlade";"865563";"T\ThunderBlade\ThunderBlade.Slave";"0";"T\ThunderBlade";"524288";"ThunderBlade";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Thunder Burner ? 1991 Loriciel.";"1991 Loriciel ";"whdload";"0";"Thunder Burner";"ThunderBurner";"923104";"T\ThunderBurner\ThunderBurner.Slave";"0";"T\ThunderBurner";"524288";"ThunderBurner";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"";"whdload";"0";"";"ThunderStrike";"925911";"T\ThunderStrike\Thunderstrike.Slave";"0";"T\ThunderStrike";"524288";"ThunderStrike";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Tie-Break ? 1990 Starbyte";"1990 Starbyte";"whdload";"0";"Tie-Break";"TieBreak";"879733";"T\TieBreak\TieBreak.Slave";"4096";"T\TieBreak";"524288";"TieBreak";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoKbd, ClearMem";"Tiger Road ? 1987 Capcom";"1987 Capcom";"whdload";"0";"Tiger Road";"TigerRoad";"918689";"T\TigerRoad\TigerRoad.Slave";"0";"T\TigerRoad";"524288";"TigerRoad";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Time Bandit by Microdeal (c) 1985 - 1 disk.";"1985 Microdeal";"whdload";"0";"Time Bandit";"TimeBandit";"309279";"T\TimeBandit\TimeBandit.slave";"0";"T\TimeBandit";"524288";"TimeBandit";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Time Lock ? 1993 Boeder Software";"1993 Boeder Software";"whdload";"0";"Time Lock";"TimeLock";"953853";"T\TimeLock\TimeLock.slave";"4096";"T\TimeLock";"524288";"TimeLock";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"";"whdload";"0";"";"TimeMachine";"912011";"T\TimeMachine\TimeMachine.slave";"";"T\TimeMachine";"524288";"TimeMachine";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Time Soldier ? 1989 Electrocoin.";"1989 Electrocoin";"whdload";"0";"Time Soldiers";"TimeSoldier";"1652820";"T\TimeSoldier\TimeSoldier.Slave";"0";"T\TimeSoldier";"524288";"TimeSoldier";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Tiny Skweeks ? 1992 Loriciel";"1992 Loriciel";"whdload";"0";"Tiny Skweeks";"TinySkweeks";"1615672";"T\TinySkweeks\TinySkweeks.Slave";"4096";"T\TinySkweeks";"524288";"TinySkweeks";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Tip Off ? 1991 ANCO.";"1991 ANCO ";"whdload";"0";"Tip Off";"TipOff";"2720201";"T\TipOff\TipOff.Slave";"0";"T\TipOff";"524288";"TipOff";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Titan (C)1989 Titus.";"1989 Titus";"whdload";"0";"Titan";"Titan";"817595";"T\Titan\Titan.slave";"0";"T\Titan";"524288";"Titan";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Titanic Blinky by Zeppelin (c) 1991 - 1 disk.";"1991 Zeppelin";"whdload";"0";"Titanic Blinky";"TitanicBlinky";"913532";"T\TitanicBlinky\TitanicBlinky.Slave";"0";"T\TitanicBlinky";"524288";"TitanicBlinky";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Toki ? 1991 Ocean.";"1991 Ocean";"whdload";"0";"Toki";"Toki";"1029162";"T\Toki\Toki.Slave";"0";"T\Toki";"524288";"Toki";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"Tommy Gun (c) 1996 Mutation Software - 1 disk.";"1996 Mutation Software";"whdload";"0";"Tommy Gun";"TommyGun";"896491";"T\TommyGun\TommyGun.Slave";"0";"T\TommyGun";"524288";"TommyGun";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Toobin ? 1990 Domark/Tengen.";"1990 Domark/Tengen";"whdload";"0";"Toobin";"Toobin";"915656";"T\Toobin\Toobin.Slave";"0";"T\Toobin";"524288";"Toobin";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Top Cat (c) 1991 Hi-Tec - 1 disk.";"1991 Hi-Tec";"whdload";"0";"Top Cat";"TopCat";"478271";"T\TopCat\TopCat.Slave";"4096";"T\TopCat";"524288";"TopCat";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Top Secret (c) 1992 The Hidden - 1 disk.";"1992 The Hidden";"whdload";"0";"Top Secret";"TopSecret";"846540";"T\TopSecret\TopSecret.Slave";"0";"T\TopSecret";"524288";"TopSecret";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Torvak the Warrior ? Core Design.";"Core Design ";"whdload";"0";"Torvak The Warrior";"TorvakTheWarrior";"1816040";"T\TorvakTheWarrior\TorvakTheWarrior.slave";"0";"T\TorvakTheWarrior";"524288";"TorvakTheWarrior";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Total Recall ? 1990 Ocean.";"";"whdload";"0";"";"TotalRecallImage";"1821065";"T\TotalRecallImage\TotalRecallImage.Slave";"";"T\TotalRecallImage";"524288";"TotalRecall";"OCS/ECS";"";"";"";"Image";""
"NoError, EmulTrap";"Tournament Golf (c) 1990 Elite - 2 disks.";"1990 Elite";"whdload";"0";"Tournament Golf";"TournamentGolf";"1108408";"T\TournamentGolf\TournamentGolf.Slave";"0";"T\TournamentGolf";"524288";"TournamentGolf";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, EmulTrapV";"";"1988-1990 Pete Cooke / Rainbird";"whdload";"0";"Tower of Babel";"TowerOfBabel";"928440";"T\TowerOfBabel\TowerOfBabel.Slave";"0";"T\TowerOfBabel";"524288";"TowerOfBabel";"OCS/ECS";"";"";"";"";""
"NoError";"Tower Toppler (C) 1987/88 Hewson.";"";"whdload";"298496";"";"TowerToppler";"374458";"T\TowerToppler\TowerToppler.slave";"";"T\TowerToppler";"524288";"TowerToppler";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Celica GT Rally ? 1990 Gremlin.";"1990 Gremlin";"whdload";"0";"Celica GT Rally";"ToyotaCelicaGTRally";"602620";"T\ToyotaCelicaGTRally\ToyotaCelicaGTRally.Slave";"0";"T\ToyotaCelicaGTRally";"524288";"ToyotaCelicaGTRally";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Tracker ? 1988 Mindware/Rainbird.";"1988 Mindware/Rainbird";"whdload";"0";"Tracker";"Tracker";"459105";"T\Tracker\Tracker.Slave";"0";"T\Tracker";"524288";"Tracker";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Trained Assassin ? 1989 Digital Magic Software.";"1989 Digital Magic Software";"whdload";"0";"Trained Assassin";"TrainedAssassin";"982103";"T\TrainedAssassin\TrainedAssassin.Slave";"0";"T\TrainedAssassin";"524288";"TrainedAssassin";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoKbd";"Transplant by ???.";"";"whdload";"0";"";"Transplant";"255342";"T\Transplant\Transplant.Slave";"0";"T\Transplant";"524288";"Transplant";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"Treasure Island Dizzy (c) 1989 Codemasters - 1 disk.";"1989 Codemasters";"whdload";"0";"Treasure Island Dizzy";"TreasureIslandDizzy";"181244";"T\TreasureIslandDizzy\TreasureIslandDizzy.slave";"0";"T\TreasureIslandDizzy";"524288";"TreasureIslandDizzy";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Treasure Trap ? 1989 Emerald Software Ltd.";"1989 Emerald Software Ltd.";"whdload";"0";"Treasure Trap";"TreasureTrap";"942956";"T\TreasureTrap\TreasureTrap.slave";"0";"T\TreasureTrap";"524288";"TreasureTrap";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Troddlers ? 1992 Sales Curve.";"1992 Sales Curve";"whdload";"0";"Troddlers";"Troddlers";"1012103";"T\Troddlers\Troddlers.Slave";"0";"T\Troddlers";"524288";"Troddlers";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Og!/Trog! ? 1992/95 Confused Pelican.";"1992 Confused Pelican";"whdload";"0";"Og!";"Trog";"364672";"T\Trog\Trog.Slave";"0";"T\Trog";"524288";"Trog";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Turbo Outrun ? 1990 US Gold.";"1990 US Gold";"whdload";"0";"Turbo Outrun";"TurboOutRun";"1023543";"T\TurboOutRun\TurboOutRun.Slave";"0";"T\TurboOutRun";"524288";"TurboOutRun";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Turn 'n' Burn by Flair (c) 1990 - 1 disk.";"1990 Flair";"whdload";"0";"Turn ";"TurnNBurn";"911828";"T\TurnNBurn\TurnNBurn.slave";"0";"T\TurnNBurn";"524288";"TurnNBurn";"OCS/ECS";"";"";"";"";""
"NoError";"Turrican ? 1990 Rainbow Art/Innerprise.";"1990 Rainbow Arts/Innerprise";"whdload";"0";"Turrican";"Turrican";"1003366";"T\Turrican\Turrican.Slave";"12288";"T\Turrican";"524288";"Turrican";"OCS/ECS";"";"";"";"";""
"Disk, NoError, ClearMem";"";"1991 Factor 5, Rainbow Arts";"whdload";"132760";"Turrican 2";"Turrican2";"1104037";"T\Turrican2\Turrican2.Slave";"0";"T\Turrican2";"524288";"Turrican2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Turrican 3 ? 1993 Factor 5";"1993 Factor 5";"whdload";"0";"Turrican 3";"Turrican3";"1037716";"T\Turrican3\Turrican3.Slave";"4096";"T\Turrican3";"524288";"Turrican3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Tusker ? 1990 System 3.";"1990 System 3";"whdload";"0";"Tusker";"Tusker";"1152054";"T\Tusker\Tusker.Slave";"0";"T\Tusker";"524288";"Tusker";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Twintris ? 1990 Digital Marketing";"1990 Digital Marketing";"whdload";"0";"Twintris";"Twintris";"393442";"T\Twintris\Twintris.Slave";"4096";"T\Twintris";"524288";"Twintris";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Twin Turbos ? 1991 Fun Factory.";"1991 Fun Factory";"whdload";"0";"Twin Turbos";"TwinTurbos";"844392";"T\TwinTurbos\TwinTurbos.slave";"0";"T\TwinTurbos";"524288";"TwinTurbos";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"TwinWorld (c) 1989 Blue Byte/UBI Soft.";"";"whdload";"1024";"";"TwinWorld";"966073";"T\TwinWorld\TwinWorld.slave";"";"T\TwinWorld";"524288";"TwinWorld";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"";"";"whdload";"0";"";"Ultima5";"1072111";"U\Ultima5\Ultima5.Slave";"";"U\Ultima5";"524288";"Ultima5";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero";"Ultimate Golf by Gremlin (c) 1990 - 1 disk.";"1990 Gremlin";"whdload";"0";"Ultimate Golf";"UltimateGolf";"794401";"U\UltimateGolf\UltimateGolf.slave";"0";"U\UltimateGolf";"524288";"UltimateGolf";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"The Ultimate Pinball Quest ? 1994 Infogrames.";"1994 Infogrames";"whdload";"0";"Ultimate Pinball Quest";"UltimatePinballQuest";"2202324";"U\UltimatePinballQuest\UltimatePinballQuest.Slave";"0";"U\UltimatePinballQuest";"524288";"UltimatePinballQuest";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Ultimate Ride ? 1990 Mindscape.";"1990 Mindscape";"whdload";"0";"Ultimate Ride";"UltimateRide";"2729758";"U\UltimateRide\UltimateRide.slave";"0";"U\UltimateRide";"524288";"UltimateRide";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Universal Warrior (c) 1993 Zeppelin Games Ltd.";"1993 Zeppelin Software";"whdload";"0";"Universal Warrior";"UniversalWarrior";"1008562";"U\UniversalWarrior\UniversalWarrior.slave";"0";"U\UniversalWarrior";"524288";"UniversalWarrior";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Unsensible Soccer (c) 1993 Sensible Software.";"1993 Sensible Software";"whdload";"0";"Unsensible Soccer";"UnsensibleSoccer";"176173";"U\UnsensibleSoccer\UnsensibleSoccer.Slave";"4096";"U\UnsensibleSoccer";"524288";"UnsensibleSoccer";"OCS/ECS";"";"";"";"";""
"NoError";"UN Squadron by US Gold (c) 1990 - 1 disk.";"1990 US Gold";"whdload";"0";"UN Squadron";"UNSquadron";"766504";"U\UNSquadron\UNSquadron.slave";"0";"U\UNSquadron";"524288";"UNSquadron";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"The Untouchables (c) 1990 Ocean (2 disk version).";"1989 Ocean/Special FX";"whdload";"0";"Untouchables";"Untouchables";"1343269";"U\Untouchables\Untouchables.Slave";"4096";"U\Untouchables";"524288";"Untouchables";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Vampire's Empire ? 1988 DigiTek.";"";"whdload";"0";"";"VampiresEmpire";"550020";"V\VampiresEmpire\VampiresEmpire.Slave";"";"V\VampiresEmpire";"524288";"VampiresEmpire";"OCS/ECS";"";"";"";"";""
