"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"Talktime1\Talktime1.Slave";"NoError";"Talktime #1 ? 1993 Essence";"Talktime #1";"1994 Essence";"36864";"T\Talktime1_v1.0_Essence.lha";"Talktime1";"Talktime1";"0";"whdload";"458752";"65198";"Talktime1";"OCS/ECS";"";"";"";"";"";"talktime 1 essence";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Essence";;"Chip Music Pack";"Sun N Fun Conference II (1993)";;"7/93";"Talktime 1";;;"talktime 1 talktime1 essence talktime1essence"
"TaylorDayneTITMH\TaylorDayneTITMH.Slave";"NoError, EmulTrap, ClearMem";"Tell It To My Heart ? 1999 Algotech Software.";"Taylor Dayne - Tell It to My Heart";"1999 Algotech Software";"0";"T\TaylorDayneTellItToMyHeart_v1.0_AlgotechSoftware.lha";"TaylorDayneTITMH";"TaylorDayneTITMH";"0";"whdload";"2097152";"1821342";"TaylorDayneTITMH";"OCS/ECS";"";"";"";"";"";"taylor dayne tell it to my heart algotech software";"Exact";"100";"Demos Custom";;;"Algotech Software";;"";"";;"1999";"Taylor Dayne: Tell It To My Heart";"ECS/OCS";;"taylor dayne tell it to my heart taylordaynetellittomyheart algotech software taylordaynetellittomyheartalgotechsoftware"
"Teatime\TeaTime.slave";"NoError, EmulTrap, ClearMem";"The Long Dark Teatime Of The Soul ? 1992 LSD.";"The Long Dark Teatime Of The Soul";"1992 LSD";"524288";"L\LongDarkTeatimeOfTheSoul_v1.01_LSD.lha";"Teatime";"Teatime";"0";"whdload";"524288";"3629243";"Teatime";"OCS/ECS";"";"";"";"";"";"teatime the long dark of soul lsd";"Best";"3.072906";"Pouet";"";"";"Leeds Spreading Division";"t\the-long-dark-teatime-of-the-soul-leeds-spreading-division";"musicdisk";"";"http://content.pouet.net/files/screenshots/00058/00058314.png";"1992";"The Long Dark Teatime Of The Soul";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58314";"the long dark teatime of the soul thelongdarkteatimeofthesoul leeds spreading division thelongdarkteatimeofthesoulleedsspreadingdivision"
"TechnologicalDeath\TechnologicalDeath.slave";"Disk, NoError, EmulTrap";"Technological Death ? 1993 Mad Elks";"";"";"";"T\TechnologicalDeath_v1.0_MadElks.lha";"TechnologicalDeath";"TechnologicalDeath";"0";"whdload";"1048576";"915425";"TechnologicalDeath";"OCS/ECS";"";"";"";"";"";"technological death";"Exact";"100";"Pouet";"amiga demo";"1st";"mad elks";"t\technological-death-mad-elks";"demo";"Mountain Congress 1993";"http://content.pouet.net/files/screenshots/00002/00002955.gif";"may 1993";"Technological Death";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2955";"technological death technologicaldeath mad elks technologicaldeathmadelks"
"Technomania\Technomania.Slave";"NoError, ClearMem";"Technomania ? 1991 Shining 8";"Technomania";"1991 Shining 8";"4096";"T\Technomania_v1.0_Shining8.lha";"Technomania";"Technomania";"0";"whdload";"524288";"923557";"Technomania";"OCS/ECS";"";"";"";"";"";"technomania shining 8";"Exact";"100";"Pouet";"";"";"Shining 8";"t\technomania-shining-8";"musicdisk";"";"http://content.pouet.net/files/screenshots/00058/00058311.png";"1991";"Technomania";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58311";"technomania technomania shining 8 technomaniashining8"
"Technomania2\Technomania2.Slave";"NoError, ClearMem";"Technomania 2 ? 1992 Shining 8";"Technomania 2";"1992 Shining 8";"4096";"T\Technomania2_v1.0_Shining8.lha";"Technomania2";"Technomania2";"0";"whdload";"524288";"925388";"Technomania2";"OCS/ECS";"";"";"";"";"";"technomania 2 shining 8";"Exact";"100";"Pouet";"";"";"Shining 8";"t\technomania-2-shining-8";"musicdisk";"";"http://content.pouet.net/files/screenshots/00058/00058312.png";"n/a";"Technomania 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58312";"technomania 2 technomania2 shining 8 technomania2shining8"
"TechnoTrance\TechnoTrance.Slave";"Disk, NoError, EmulTrap";"Tehno Trance from Bastards (1 disk).";"Techno Trance";"Bastards";"0";"T\TechnoTrance_v1.0_Bastards.lha";"TechnoTrance";"TechnoTrance";"0";"whdload";"524288";"940215";"TechnoTrance";"OCS/ECS";"";"";"";"";"";"techno trance 1 bastards";"Best";"4.055345";"Pouet";"";"";"Bastards";"t\techno-trance-bastards";"musicdisk";"";"http://content.pouet.net/files/screenshots/00031/00031021.jpg";"september 1991";"Techno Trance";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31021";"techno trance technotrance bastards technotrancebastards"
"TechnoTrance3\TechnoTrance3.Slave";"NoError";"Techno Trance III ? Bastards - 1 disk";"Techno Trance III";"Bastards";"0";"T\TechnoTrance3_v1.0_Bastards.lha";"TechnoTrance3";"TechnoTrance3";"0";"whdload";"524288";"931133";"TechnoTrance3";"OCS/ECS";"";"";"";"";"";"techno trance 3 bastards";"Exact";"100";"Pouet";"";"";"Bastards";"t\techno-trance-3-bastards";"musicdisk";"";"http://content.pouet.net/files/screenshots/00031/00031020.jpg";"n/a";"Techno Trance 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31020";"techno trance 3 technotrance3 bastards technotrance3bastards"
"TechnoWarrior\TechnoWarrior.slave";"NoError, EmulTrap, ClearMem";"Techno Warrior ? 1992 LSD.";"Techno Warrior";"1992 LSD";"524288";"T\TechnoWarrior_v1.01_LSD.lha";"TechnoWarrior";"TechnoWarrior";"0";"whdload";"524288";"925026";"TechnoWarrior";"OCS/ECS";"";"";"";"";"";"techno warrior lsd";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"LSD";;"Musicdisk";"";;"5/92";"Techno Warrior";;;"techno warrior technowarrior lsd technowarriorlsd"
"Techtech\Techtech.Slave";"NoError, EmulTrap, ClearMem";"Techtech ? 1987 Sodan & Magician 42.";"Techtech";"1987 Sodan & Magician 42";"0";"T\Techtech_v1.0_Sodan&Magician42.lha";"Techtech";"Techtech";"0";"whdload";"524288";"921851";"Techtech";"OCS/ECS";"";"";"";"";"";"techtech sodan magician 42";"Exact";"100";"Pouet";"none";"n/a";"Sodan,Magician 42";"t\techtech-sodan-magician-42";"demo";"Venlo Meeting 1987";"http://content.pouet.net/files/screenshots/00004/00004445.jpg";"november 1987";"TechTech";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4445";"tech tech techtech sodan magician 42 techtechsodanmagician42"
"Tekknobert\Tekknobert.Slave";"NoError, EmulTrap, ClearMem";"Tekknobert-The Final Collapse ? 1992 Wildfire.";"Tekknobert-The Final Collapse";"1992 Wildfire";"0";"T\Tekknobert_v1.0_Wildfire.lha";"Tekknobert";"Tekknobert";"0";"whdload";"524288";"919945";"Tekknobert";"OCS/ECS";"";"";"";"";"";"tekknobert the final collapse wildfire";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Wildfire";;"Musicdisk";"";;"8/92";"Tekkno Bert -The Final Collapse-";;;"tekkno bert the final collapse tekknobertthefinalcollapse wildfire tekknobertthefinalcollapsewildfire"
"TeraTunes\TeraTunes.Slave";"NoError, EmulTrap, ClearMem";"Tera Tunes Volume 1 ? 1989 The Giants.";"Tera Tunes Volume 1";"1989 The Giants";"0";"T\TeraTunes_v1.0_Giants.lha";"TeraTunes";"TeraTunes";"0";"whdload";"524288";"836994";"TeraTunes";"OCS/ECS";"";"";"";"";"";"tera tunes alpha flight";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Alpha Flight";;"Musicdisk";"";;"1/90";"Tera Tunes";;;"tera tunes teratunes alpha flight teratunesalphaflight"
"TeraTunes2\TeraTunes2.Slave";"NoError, EmulTrap, ClearMem";"Tera Tunes 2 ? 1990 Team-X.";"Tera Tunes 2";"1990 Team-X";"0";"T\TeraTunes2_v1.0_TeamX.lha";"TeraTunes2";"TeraTunes2";"0";"whdload";"524288";"1096672";"TeraTunes2";"OCS/ECS";"";"";"";"";"";"tera tunes 2 team";"Best";"3.927665";"Pouet";"";"";"Team-X";"t\tera-tunes-ii-team-x";"musicdisk";"";"http://content.pouet.net/files/screenshots/00018/00018770.gif";"august 1990";"Tera Tunes II";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18770";"tera tunes 2 teratunes2 team x teratunesiiteamx"
"TerminalFuckup\TerminalFuckup.Slave";"NoError, ClearMem";"Terminal Fuckup ? 1993 Sanity";"Terminal Fuckup";"1993 Sanity";"4096";"T\TerminalFuckup_v1.0_Sanity.lha";"TerminalFuckup";"TerminalFuckup";"0";"whdload";"524288";"168278";"TerminalFuckup";"OCS/ECS";"";"";"";"";"";"terminal fuckup sanity";"Exact";"100";"Pouet";"amiga demo";"3rd";"sanity";"t\terminal-fuckup-sanity";"demo";"CeBIT Demo Competition 1993";"http://content.pouet.net/files/screenshots/00004/00004181.gif";"march 1993";"terminal fuckup";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4181";"terminal fuckup terminalfuckup sanity terminalfuckupsanity"
"Terminator\Terminator.Slave";"Disk, EmulTrap";"Terminator by Status OK (2 disks).";"Terminator";"Status O.K.";"0";"T\Terminator_v1.0_StatusOK.lha";"Terminator";"Terminator";"0";"whdload";"1048576";"1814224";"Terminator";"OCS/ECS";"";"";"";"";"";"terminator status";"Best";"3.609249";"Pouet";"amiga demo";"1st";"Status OK";"t\the-terminator-status-ok";"demo";"Primavera 1994";"http://content.pouet.net/files/screenshots/00050/00050631.png";"march 1994";"The Terminator";"Amiga AGA,Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=50631";"the terminator theterminator status ok theterminatorstatusok"
"Testament\Testament.Slave";"NoError, EmulTrap, ClearMem";"Testament 1992 Katharsis.";"Testament";"1992 Katharsis";"0";"T\Testament_v1.0_Katharsis.lha";"Testament";"Testament";"0";"whdload";"524288";"921729";"Testament";"OCS/ECS";"";"";"";"";"";"testament katharsis";"Exact";"100";"Pouet";"amiga demo";"4th";"Katharsis";"t\testament-katharsis";"demo";"Warszawa 1992";"http://content.pouet.net/files/screenshots/00052/00052749.gif";"march 1992";"Testament";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=52749";"testament testament katharsis testamentkatharsis"
"ThalionSoundDemo\ThalionSoundDemo.slave";"Disk, NoError, EmulTrap";"Thalion Sound Demo ? 1989 Thalion";"Thalion Sound Demo";"1989 Thalion";"0";"T\ThalionSoundDemo_v1.0_Thalion.lha";"ThalionSoundDemo";"ThalionSoundDemo";"0";"whdload";"524288";"916670";"ThalionSound";"OCS/ECS";"";"";"Demo";"";"";"thalion sound demo";"Exact";"100";"Pouet";"";"";"Thalion";"t\thalion-sound-demo-thalion";"musicdisk";"";"http://content.pouet.net/files/screenshots/00014/00014549.gif";"august 1990";"Thalion Sound demo";"Atari ST,Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14549";"thalion sound demo thalionsounddemo thalion thalionsounddemothalion"
"ThirdDimension\ThirdDimension.Slave";"NoError, EmulTrap";"3rd Dimension (c) 1990 Crytoburners - 1 file.";"Third Dimension";"1990 Cryptoburners";"4096";"T\ThirdDimension_v1.0_Cryptoburners.lha";"ThirdDimension";"ThirdDimension";"0";"whdload";"524288";"338825";"ThirdDimension";"OCS/ECS";"";"";"";"";"";"third dimension cryptoburners";"Exact";"100";"Pouet";"amiga demo";"2nd";"Cryptoburners";"t\third-dimension-cryptoburners";"demo";"Theatre and Network 1990";"http://content.pouet.net/files/screenshots/00003/00003429.jpg";"december 1990";"third dimension";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3429";"third dimension thirddimension cryptoburners thirddimensioncryptoburners"
"ThugLifeAGA\ThugLifeAGA.Slave";"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"Thug Life ? 1997 Essence";"Thug Life";"1997 Essence";"3530752";"T\ThugLife_v1.3_Essence_AGA.lha";"ThugLifeAGA";"ThugLifeAGA";"0";"whdload";"1421312";"3498944";"ThugLife";"AGA";"";"";"";"";"";"thug life aga essence";"Best";"3.69562";"Janeway Amiga Scene Demo Database";;;"Essence";;"Demo";"Mekka Symposium 1997";;"";"Thug Life";;;"thug life thuglife essence thuglifeessence"
"TintAGA\TintAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Tint ? 1996 The Black Lotus";"Tint";"1996 The Black Lotus";"2826240";"T\Tint_v1.1_BlackLotus_AGA.lha";"TintAGA";"TintAGA";"0";"whdload";"1863680";"5146838";"Tint";"AGA";"";"";"";"";"";"tint aga the black lotus";"Best";"3.769528";"Pouet";"amiga demo";"1st";"The Black Lotus";"t\tint-the-black-lotus";"demo";"The Gathering 1996";"http://content.pouet.net/files/screenshots/00000/00000701.jpg";"april 1996";"Tint";"Amiga AGA";"http://www.pouet.net/prod.php?which=701";"tint tint the black lotus tinttheblacklotus"
"TitanTrax\TitanTrax.Slave";"NoError, ClearMem";"Titan Trax #1 1989 Titanics.";"Titan Trax #1";"1989 Titanics";"0";"T\TitanTrax_v1.02_Titanics.lha";"TitanTrax";"TitanTrax";"0";"whdload";"524288";"798772";"TitanTrax";"OCS/ECS";"";"";"";"";"";"titan trax 1 titanics";"Exact";"100";"Pouet";"";"";"Titanics";"t\titan-trax-1-titanics";"musicdisk";"";"http://content.pouet.net/files/screenshots/00019/00019710.gif";"n/a";"Titan Trax 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19710";"titan trax 1 titantrax1 titanics titantrax1titanics"
"TopKaraoke1\TopKaraoke1.Slave";"NoError, EmulTrap, ClearMem";"Top Karaoke #1 - Inspecteur Gadget ?1995 Saturne";"Top Karaoke #1 - Inspecteur Gadget";"1995 Saturne";"4096";"T\TopKaraoke1_v1.0_Saturne.lha";"TopKaraoke1";"TopKaraoke1";"0";"whdload";"1507328";"1192456";"TopKaraoke1";"OCS/ECS";"";"";"";"";"";"top karaoke 1 inspecteur gadget saturne";"Best";"2.508189";"Janeway Amiga Scene Demo Database";;;"Saturne";;"Musicdisk";"";;"3/95";"Top Karaoke Vol.1";;;"top karaoke vol 1 topkaraokevol1 saturne topkaraokevol1saturne"
"TopKaraoke2AGA\TopKaraoke2AGA.Slave";"NoError, EmulTrap, ClearMem";"Top Karaoke #2 - Albator ?1995 Saturne";"Top Karaoke #2 - Albator";"1995 Saturne";"4096";"T\TopKaraoke2_v1.0_Saturne_AGA.lha";"TopKaraoke2AGA";"TopKaraoke2AGA";"0";"whdload";"1507328";"1176462";"TopKaraoke2";"AGA";"";"";"";"";"";"top karaoke vol 2";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Saturne";;"Musicdisk";"";;"4/95";"Top Karaoke Vol.2";;;"top karaoke vol 2 topkaraokevol2 saturne topkaraokevol2saturne"
"TopKaraoke3AGA\TopKaraoke3AGA.Slave";"NoError, EmulTrap, ClearMem";"Top Karaoke #3 - Capitaine Flam ?1995 Saturne";"Top Karaoke #3 - Capitaine Flam";"1995 Saturne";"1114112";"T\TopKaraoke3_v1.0_Saturne_AGA.lha";"TopKaraoke3AGA";"TopKaraoke3AGA";"0";"whdload";"659456";"1507138";"TopKaraoke3";"AGA";"";"";"";"";"";"top karaoke 3 aga capitaine flam saturne";"Best";"4.727551";"Janeway Amiga Scene Demo Database";;;"Saturne";;"Musicdisk";"";;"7/95";"Top Karaoke Vol.3 - Capitaine Flam-";;;"top karaoke vol 3 capitaine flam topkaraokevol3capitaineflam saturne topkaraokevol3capitaineflamsaturne"
"TotalKaos\TotalKaos.slave";"NoError, EmulTrap, ClearMem";"Total Kaos ? 1992 LSD.";"Total Kaos";"1992 LSD";"524288";"T\TotalKaos_v1.01_LSD.lha";"TotalKaos";"TotalKaos";"0";"whdload";"524288";"1826400";"TotalKaos";"OCS/ECS";"";"";"";"";"";"total kaos lsd";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"LSD";;"Musicdisk";"";;"";"Total Kaos";;;"total kaos totalkaos lsd totalkaoslsd"
"ToxicZiemniak\ToxicZiemniak.Slave";"NoError, EmulTrap, ClearMem";"Toxic Ziemniak ? 1992 Alchemy.";"Toxic Ziemniak";"1992 Alchemy";"0";"T\ToxicZiemniak_v1.0_Alchemy.lha";"ToxicZiemniak";"ToxicZiemniak";"0";"whdload";"524288";"449267";"ToxicZiemniak";"OCS/ECS";"";"";"";"";"";"toxic ziemniak alchemy";"Exact";"100";"Pouet";"";"";"Alchemy";"t\toxic-ziemniak-alchemy";"demo";"";"http://content.pouet.net/files/screenshots/00033/00033602.gif";"n/a";"Toxic Ziemniak";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=33602";"toxic ziemniak toxicziemniak alchemy toxicziemniakalchemy"
"TragicMagic\TragicMagic.Slave";"NoError, EmulPriv, Examine";"Tragic Magic ? 1989 Rebels.";"Tragic Magic";"1989 Rebels";"262144";"T\TragicMagic_v1.0_Rebels.lha";"TragicMagic";"TragicMagic";"0";"whdload";"524288";"196264";"TragicMagic";"OCS/ECS";"";"";"";"";"";"tragic magic rebels";"Exact";"100";"Pouet";"";"";"Rebels";"t\tragic-magic-rebels";"demo";"";"http://content.pouet.net/files/screenshots/00002/00002705.png";"may 1989";"tragic magic";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2705";"tragic magic tragicmagic rebels tragicmagicrebels"
"Trash\Trash.Slave";"NoError, EmulTrap, ClearMem";"Trash ? 1992 Digital";"Trash";"1992 Digital";"4096";"T\Trash_v1.0_Digital.lha";"Trash";"Trash";"0";"whdload";"524288";"334337";"Trash";"OCS/ECS";"";"";"";"";"";"trash digital";"Exact";"100";"Pouet";"combined demo";"2nd";"Digital";"t\trash-digital";"demo";"Anarchy Easter Party 1992";"http://content.pouet.net/files/screenshots/00032/00032124.jpg";"april 1992";"Trash";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=32124";"trash trash digital trashdigital"
"Trashcan\Trashcan.Slave";"NoError, ClearMem";"Trashcan ? 1990 Wizzcat";"Trashcan";"1990 Wizzcat";"0";"T\Trashcan_v1.0_Wizzcat.lha";"Trashcan";"Trashcan";"0";"whdload";"524288";"349148";"Trashcan";"OCS/ECS";"";"";"";"";"";"trashcan wizzcat";"Exact";"100";"Pouet";"";"";"wizzcat";"t\trashcan-wizzcat";"demo";"";"http://content.pouet.net/files/screenshots/00005/00005415.jpg";"1990";"trashcan";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5415";"trashcan trashcan wizzcat trashcanwizzcat"
"TropicalSunset\TropicalSunset.Slave";"NoError, EmulTrap, ClearMem";"Tropical Sunset ? 1990 The Silents.";"Tropical Sunset";"1990 The Silents";"0";"T\TropicalSunset_v1.0_Silents.lha";"TropicalSunset";"TropicalSunset";"0";"whdload";"524288";"343940";"TropicalSunset";"OCS/ECS";"";"";"";"";"";"tropical sunset the silents";"Exact";"100";"Pouet";"n/a";"n/a";"The Silents";"t\tropical-sunset-the-silents";"demo";"Consumer Electronics Show 1990";"http://content.pouet.net/files/screenshots/00008/00008890.jpg";"january 1990";"tropical sunset";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8890";"tropical sunset tropicalsunset the silents tropicalsunsetthesilents"
"TuneDisk1\TuneDisk1.Slave";"NoError, EmulTrap, ClearMem";"Tune Disk #1 ? 1990 Concept";"Tune disk #1";"1990 Concept";"4096";"T\TuneDisk1_v1.0_Concept.lha";"TuneDisk1";"TuneDisk1";"0";"whdload";"524288";"2728453";"TuneDisk1";"OCS/ECS";"";"";"";"";"";"tune disk 1 concept";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Concept";;"Musicdisk";"";;"";"Tune Disk 1";;;"tune disk 1 tunedisk1 concept tunedisk1concept"
"TuneShow2\TuneShow2.slave";"NoError, EmulTrap, ClearMem";"Tune Show 2 ? 1989 Prophets AG & The Acoustic Revolution.";"Tune Show 2";"1989 Prophets AG & The Acoustic Revolution";"0";"T\TuneShow2_v1.01_ProphetsAG&AcousticRevolution.lha";"TuneShow2";"TuneShow2";"0";"whdload";"524288";"1825460";"TuneShow2";"OCS/ECS";"";"";"";"";"";"tune show 2 prophets ag the acoustic revolution";"Best";"2.755782";"Pouet";"";"";"Prophets AG,The Acoustic Revolution";"t\tuneshow-ii-prophets-ag-the-acoustic-revolution_#2";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009378.png";"march 1989";"Tuneshow II";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9378";"tuneshow 2 tuneshow2 prophets ag the acoustic revolution tuneshowiiprophetsagtheacousticrevolution"
"TuneShow3\TuneShow3.Slave";"NoError, EmulTrap, ClearMem";"Tuneshow III ? 1990 The Acoustic Revolution";"Tuneshow III";"1990 The Acoustic Revolution";"0";"T\TuneShow3_v1.0_AcousticRevolution.lha";"TuneShow3";"TuneShow3";"0";"whdload";"524288";"2723301";"TuneShow3";"OCS/ECS";"";"";"";"";"";"tune show 3 tuneshow the acoustic revolution";"Best";"2.642486";"Pouet";"";"";"The Acoustic Revolution";"t\tuneshow-iii-the-acoustic-revolution";"musicdisk";"";"http://content.pouet.net/files/screenshots/00013/00013460.png";"1989";"Tuneshow III";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=13460";"tuneshow 3 tuneshow3 the acoustic revolution tuneshowiiitheacousticrevolution"
"Turmoil\Turmoil.slave";"Disk, NoError";"Turmoil ? 1991 Sanity (1 disk)";"Turmoil";"1991 Sanity";"4096";"T\Turmoil_v1.1_Sanity.lha";"Turmoil";"Turmoil";"0";"whdload";"524288";"912343";"Turmoil";"OCS/ECS";"";"";"";"";"";"turmoil sanity";"Exact";"100";"Pouet";"none";"n/a";"sanity";"t\turmoil-sanity";"musicdisk";"The Party 1991";"http://content.pouet.net/files/screenshots/00003/00003154.png";"december 1991";"Turmoil";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3154";"turmoil turmoil sanity turmoilsanity"
"TurricanMusicDisk\TurricanMusicDisk.slave";"Disk, NoError";"Turrican MusicDisk ? 1991 Andromeda (1 disk)";" Turrican Music-Disk ";"1991 Andromeda";"4096";"T\TurricanMusicDisk_v1.0_Andromeda.lha";"TurricanMusicDisk";"TurricanMusicDisk";"0";"whdload";"524288";"909544";"TurricanMusicDisk";"OCS/ECS";"";"";"";"";"";"turrican music disk andromeda";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Andromeda";;"Musicdisk";"";;"3/91";"Turrican Musicdisk";;;"turrican musicdisk turricanmusicdisk andromeda turricanmusicdiskandromeda"
"TurricanMusicShow\TurricanMusicShow.Slave";"NoError, ClearMem";"Turrican Music-Show ? 1990 Spreadpoint";"Turrican Music-Show";"1990 Spreadpoint";"4096";"T\TurricanMusicShow_v1.0_Spreadpoint.lha";"TurricanMusicShow";"TurricanMusicShow";"0";"whdload";"352256";"244131";"TurricanMusicShow";"OCS/ECS";"";"";"";"";"";"turrican music show spreadpoint";"Exact";"100";"Pouet";"";"";"Spreadpoint";"t\turrican-music-show-spreadpoint";"musicdisk";"";"http://content.pouet.net/files/screenshots/00019/00019080.png";"n/a";"Turrican Music-Show";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19080";"turrican music show turricanmusicshow spreadpoint turricanmusicshowspreadpoint"
"TwistedAGA\TwistedAGA.Slave";"NoError, EmulTrap, Req68020, ReqAGA, ClearMem";"Twisted ? 1994 Polka Brothers (4 disks)";"Twisted";"1994 Polka Brothers";"1183744";"T\Twisted_v1.0_PolkaBrothers_AGA.lha";"TwistedAGA";"TwistedAGA";"0";"whdload";"2035712";"2846740";"Twisted";"AGA";"";"";"";"";"";"twisted aga polka brothers";"Best";"3.598851";"Pouet";"wild demo";"2nd";"Polka brothers";"t\twisted-polka-brothers";"demo";"The Party 1994";"http://content.pouet.net/files/screenshots/00008/00008130.jpg";"december 1994";"Twisted";"Amiga AGA";"http://www.pouet.net/prod.php?which=8130";"twisted twisted polka brothers twistedpolkabrothers"
