"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"Query"
"Disk, NoError, EmulTrap, NoKbd";"699881";"S\Strider2\Strider2.Slave";"";"0";"Strider2";"Strider II";"1990 US Gold";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Strider2";"OCS/ECS";"";"";"";"";"strider 2 english"
"NoError, EmulTrap, ClearMem";"1817953";"S\StrikeAces\StrikeAces.Slave";"Strike Aces ? 1990 Accolade.";"0";"StrikeAces";"Strike Aces";"1990 Accolade";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"StrikeAces";"OCS/ECS";"";"";"";"";"strike aces english"
"Disk, NoError, EmulTrap";"794664";"S\Striker\Striker.slave";"Striker, ?1992 Rage Software";"0";"Striker";"-+ S T R I K E R +-";"1992 Rage Software Ltd";"2097152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Striker";"OCS/ECS";"";"";"";"";"striker 1 english"
"NoError, EmulPriv, Examine";"675065";"S\StripPoker\StripPoker.Slave";"Strip Poker ? 1987 Artworx";"0";"StripPoker";"Strip Poker";"1987 Artworx";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"StripPoker";"OCS/ECS";"";"";"";"";"strip poker english"
"NoError, EmulPriv, Examine";"756697";"S\StripPoker2\StripPoker2.slave";"Strip Poker II ? 1988 Artworx";"0";"StripPoker2";"Strip Poker 2";"1988 Artworx";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"StripPoker2";"OCS/ECS";"";"";"";"";"strip poker 2 english"
"NoError, EmulPriv, Examine";"533090";"S\StripPoker2+\StripPoker2+.Slave";"Strip Poker 2+ ? 1988 Anco";"0";"StripPoker2+";"Strip Poker 2+";"1988 Anco";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"StripPoker2+";"OCS/ECS";"";"";"";"";"strip poker 2 english"
"NoError, EmulPriv, Examine";"878945";"S\StripPoker2+&DataDisk1\StripPoker2+&DataDisk1.Slave";"Strip Poker 2+ ? 1988 Anco";"0";"StripPoker2+&DataDisk1";"Strip Poker 2+";"1988 Anco";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"StripPoker2+&DataDisk1";"OCS/ECS";"";"";"";"";"strip poker 2 data 1 english"
"NoError, Req68020, EmulPriv, Examine";"1464021";"S\StripPotAGA\StripPotAGA.Slave";"StripPot AGA/CD?? ? 1994 Pixel-Blue.";"0";"StripPotAGA";"StripPot AGA/CD??";"1994 Pixel-Blue";"2093056";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"StripPot";"AGA";"";"";"";"";"strip pot cd english"
"Disk, NoError, ClearMem";"1402289";"S\Stryx\Stryx.Slave";"";"0";"Stryx";"Stryx";"1989 Psygnosis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Stryx";"OCS/ECS";"";"";"";"";"stryx english"
"Disk, NoError, EmulTrap";"649512";"S\STUNRunner\STUNRunner.Slave";"STUN Runner ? 1992 Domark.";"0";"STUNRunner";"-+ STUN Runner +-";"1990 Domark Ltd";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"STUNRunner";"OCS/ECS";"";"";"";"";"stunrunner stun runner english"
"NoError, EmulTrap";"533691";"S\StuntCarRacer\StuntCarRacer.Slave";"Stunt Car Racer (c) 1989 Microstyle - 1 disk.";"0";"StuntCarRacer";"Stunt Car Racer";"1989 Geoff Crammond/Microstyle";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"StuntCarRacer";"OCS/ECS";"";"";"";"";"stunt car racer english"
"NoError, EmulTrap";"513434";"S\StuntCarRacerTNT\StuntCarRacerTNT.Slave";"Stunt Car Racer (c) 1989 Microstyle - 1 disk.";"0";"StuntCarRacerTNT";"Stunt Car Racer";"1989 Geoff Crammond/Microstyle";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"StuntCarRacerTNT";"OCS/ECS";"";"";"";"";"stunt car racer tnt english"
"NoError, EmulTrap";"514433";"S\StuntTrackRacer\StuntTrackRacer.Slave";"Stunt Track Racer (c) 1989 Microplay.";"0";"StuntTrackRacer";"Stunt Track Racer";"1989 Microstyle";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"StuntTrackRacer";"OCS/ECS";"";"";"";"";"stunt track racer english"
"NoError, EmulTrap, NoDivZero, EmulPriv, Examine";"449746";"S\SubBattleSimulator\SubBattleSimulator.Slave";"Sub Battle Simulator ?1988 Epyx";"0";"SubBattleSimulator";"Sub Battle Simulator";"1988 Epyx";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SubBattleSimulator";"OCS/ECS";"";"";"";"";"sub battle simulator english"
"NoError, EmulTrap";"611303";"S\Subbuteo\Subbuteo.Slave";"Subbuteo (c) 1990 Goliath - 1 disk.";"0";"Subbuteo";"Subbuteo";"1990 Goliath";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Subbuteo";"OCS/ECS";"";"";"";"";"subbuteo english"
"NoError, EmulTrap";"1077871";"S\Subtrade\Subtrade.slave";"Subtrade by Boeder Games (c) 1991 - 1 disk.";"0";"Subtrade";"Subtrade";"1993 Boeder Games";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Subtrade";"OCS/ECS";"";"";"";"";"subtrade return to irata"
"NoError, EmulTrap";"728140";"S\SuburbanCommando\SuburbanCommando.Slave";"Suburban Commando by Alternative (c) 1993 - 1 disk.";"0";"SuburbanCommando";"Suburban Commando";"1993 Alternative";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuburbanCommando";"OCS/ECS";"";"";"";"";"suburban commando english"
"NoError, Req68020, ReqAGA, EmulPriv, Examine";"1563353";"S\Subwar2050AGA\Subwar2050AGA.slave";"Subwar 2050 floppy & CD?? ? 1994 Microprose.";"0";"Subwar2050AGA";"Subwar 2050 AGA/CD??";"1993 Microprose";"2093056";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"Subwar2050";"AGA";"";"";"";"";"subwar 2050 cd english"
"NoError, EmulTrap";"930014";"S\SummerCamp\SummerCamp.Slave";"Summer Camp (c) 1991 Thalamus - 1 disk.";"0";"SummerCamp";"Summer Camp";"1991 Thalamus";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SummerCamp";"OCS/ECS";"";"";"";"";"summer camp english"
"NoError, EmulTrap";"832622";"S\SummerChallenge\SummerChallenge.Slave";"Summer Olympiad ? 1988 TyneSoft/Thunder Mountain.";"0";"SummerChallenge";"Summer Olympiad / Summer Challenge";"1988 TyneSoft / Thunder Mountain ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SummerChallenge";"OCS/ECS";"";"";"";"";"summer challenge olympiad english"
"NoError";"305901";"S\SummerGames\SummerGames.slave";"Summer Games and/or Summer Games 2 (c) 1992";"0";"SummerGames";"Summer Games 1 and 2";"1992 US Gold";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SummerGames";"OCS/ECS";"";"";"";"";"summer games 1 and 2 english"
"NoError";"737018";"S\SummerGames&SummerGames2\SummerGames&SummerGames2.slave";"Summer Games and/or Summer Games 2 (c) 1992";"0";"SummerGames&SummerGames2";"Summer Games 1 and 2";"1992 US Gold";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SummerGames&SummerGames2";"OCS/ECS";"";"";"";"";"summer games 2 1 and english"
"NoError";"440460";"S\SummerGames2\SummerGames2.slave";"Summer Games and/or Summer Games 2 (c) 1992";"0";"SummerGames2";"Summer Games 1 and 2";"1992 US Gold";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SummerGames2";"OCS/ECS";"";"";"";"";"summer games 2 1 and english"
"NoError, EmulTrap";"833143";"S\SummerOlympiad\SummerOlympiad.Slave";"Summer Olympiad ? 1988 TyneSoft/Thunder Mountain.";"0";"SummerOlympiad";"Summer Olympiad / Summer Challenge";"1988 TyneSoft / Thunder Mountain ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SummerOlympiad";"OCS/ECS";"";"";"";"";"summer olympiad challenge english"
"NoError, EmulTrap";"997054";"S\Supaplex\Supaplex.Slave";"Supaplex ? 1991 Digital Integration.";"0";"Supaplex";"Supaplex";"1991 Digital Integration ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Supaplex";"OCS/ECS";"";"";"";"";"supaplex english"
"NoError, EmulPriv, Examine";"759458";"S\SuperC\SuperC.Slave";"Super C ? 1990 Konami/USI Unlimited Software Inc.";"0";"SuperC";"Super C";"1990 Konami/USI Unlimited Software.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperC";"OCS/ECS";"";"";"";"";"super english"
"NoError, EmulTrap, ClearMem";"1278189";"S\SuperCars\SuperCars.Slave";"Super Cars (c) 1990 Magnetic Fields/Gremlin - 1 or 2";"0";"SuperCars";"Super Cars";"1990 Magnetic Fields/Gremlin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperCars";"OCS/ECS";"";"";"";"";"super cars english"
"NoError, EmulTrap";"1920591";"S\SuperCars2\SuperCars2.Slave";"Super Cars 2 (c) 1991 Magnetic Fields/Gremlin - 2";"0";"SuperCars2";"Super Cars 2";"1991 Magnetic Fields/Gremlin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperCars2";"OCS/ECS";"";"";"";"";"super cars 2 english"
"NoError, NoKbd, EmulTrapV";"1015763";"S\SuperCauldron\SuperCauldron.Slave";"Super Cauldron ? 1993 Titus.";"0";"SuperCauldron";"Super Cauldron";"1993 Titus";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperCauldron";"OCS/ECS";"";"";"";"";"super cauldron english"
"NoError, EmulTrap, NoKbd";"3019134";"S\Superfrog\SuperfrogIntro.Slave";"Superfrog (c) 1993/1994 Team 17 - 3 disks/CD32.";"0";"Superfrog";"Superfrog Intro";"1993 Team 17";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Superfrog";"OCS/ECS";"";"";"";"";"superfrog intro english"
"NoError, EmulTrap, NoKbd";"3019134";"S\Superfrog\Superfrog.Slave";"Superfrog (c) 1993/1994 Team 17 - 3 disks/CD32.";"0";"Superfrog";"Superfrog";"1993 Team 17";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Superfrog";"OCS/ECS";"";"";"";"";"superfrog english"
"NoError, EmulTrap";"934584";"S\SuperGrandPrix\SuperGrandPrix.Slave";"Super Grand Prix (c) 1991 Codemasters - 1 disk.";"0";"SuperGrandPrix";"Super Grand Prix";"1991 Codemasters";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperGrandPrix";"OCS/ECS";"";"";"";"";"super grand prix english"
"NoError, EmulTrap, EmulDivZero";"372328";"S\SuperGridRunner\SuperGridRunner.Slave";"Grid Runner aka Super Grid Runner (c) Llamasoft 1989";"0";"SuperGridRunner";"Grid Runner";"1989 Llamasoft";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperGridRunner";"OCS/ECS";"";"";"";"";"super grid runner english"
"NoError, EmulTrap, EmulDivZero";"183064";"S\SuperGridRunnerCracked\SuperGridRunnerCracked.Slave";"Grid Runner aka Super Grid Runner (c) Llamasoft 1989";"0";"SuperGridRunnerCracked";"Grid Runner";"1989 Llamasoft";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperGridRunnerCracked";"OCS/ECS";"";"";"";"";"super grid runner cracked english"
"Disk, NoError, EmulTrap";"847924";"S\SuperHangOn\SuperHangOn.Slave";"Super?Hang?On ?1986 Sega, ?1988 Electric";"0";"SuperHangOn";"Super?Hang?On";"1986 Sega, 1988 Electric Dreams";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperHangOn";"OCS/ECS";"";"";"";"";"super hang on english"
"NoError, EmulTrap, EmulPriv, Examine";"219668";"S\SuperheroDemo\SuperheroDemo.Slave";"Super Hero (demo) ? Psygnosis/Kage.";"0";"SuperheroDemo";"Super Hero Demo";"Psygnosis.";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Superhero";"OCS/ECS";"";"";"Demo";"";"superhero super hero english"
"NoError, EmulPriv";"768760";"S\SuperLoopzAGA\SuperLoopzAGA.Slave";"Super Loopz (c) 1995 Audiogenic - 1 disk.";"0";"SuperLoopzAGA";"Super Loopz";"1995 Audiogenic";"1835008";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"SuperLoopz";"AGA";"";"";"";"";"super loopz english"
"NoError, EmulTrap";"1021767";"S\Superman\Superman.Slave";"Superman ? 1988 TyneSoft/Subway/First star software.";"0";"Superman";"Superman - The man of steel";"1988-89 TyneSoft / First Star Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Superman";"OCS/ECS";"";"";"";"";"superman the man of steel english"
"NoError, EmulTrap";"1823826";"S\SuperMethaneBros\SuperMethaneBros.Slave";"Super Methane Bros (c) 1993 Apache - 2 disks/CD32.";"0";"SuperMethaneBros";"Super Methane Bros";"1993 Apache";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperMethaneBros";"OCS/ECS";"";"";"";"";"super methane bros english"
"NoError, EmulTrap";"922471";"S\SuperMonacoGP\SuperMonacoGP.slave";"Super Monaco GP (c) 1991 US Gold (1 disk).";"0";"SuperMonacoGP";"Super Monaco GP";"1991 US Gold";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperMonacoGP";"OCS/ECS";"";"";"";"";"super monaco gp english"
"NoError";"491499";"S\SuperObliteration\SuperObliteration.Slave";"Super Obliteration (c) 1993 David Papworth.";"0";"SuperObliteration";"Super Obliteration";"1993 David Papworth";"589824";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperObliteration";"OCS/ECS";"";"";"";"";"super obliteration english"
"NoError, EmulTrap, EmulTrapV, ClearMem";"926156";"S\SuperOffRoad\SuperOffRoad.Slave";"Ivan Stewart's Super Off Road ? 1989 Graftgold/Leland.";"0";"SuperOffRoad";"Super Off Road";"1989 GraftGold/Virgin Games/Leland ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperOffRoad";"OCS/ECS";"";"";"";"";"super off road english"
"NoError, EmulTrap, EmulPriv, Examine";"915678";"S\SuperOsWALDDk\SuperOsWALDDk.Slave";"Super OsWald ? SilverRock.";"0";"SuperOsWALDDk";"Super OsWald";"SilverRock";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperOsWALD";"OCS/ECS";"Dk";"";"";"";"super os wald english"
"NoError, EmulTrap, ClearMem";"1612956";"S\SuperScrambleSimulator\SuperScrambleSimulator.slave";"Super Scramble Simulator by Gremlin/Magnetic Fields (c) 1989 - 2 disks.";"0";"SuperScrambleSimulator";"Super Scramble Simulator";"1989 Gremlin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperScrambleSimulator";"OCS/ECS";"";"";"";"";"super scramble simulator english"
"NoError, EmulTrap";"256127";"S\SuperSeymourSavesPlanet\SuperSeymourSavesPlanet.slave";"Super Seymour Saves The Planet by Code Masters/Optimus Software (c) 1992 - 1 disk.";"0";"SuperSeymourSavesPlanet";"Super Seymour";"1992 Code Masters";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperSeymourSavesPlanet";"OCS/ECS";"";"";"";"";"super seymour saves planet english"
"NoError, EmulPriv, Examine";"926793";"S\SuperSki\SuperSki.Slave";"Super Ski ? 1988-89 Micro?ds/Loriciel/Broderbund.";"0";"SuperSki";"Eddie Edwards / Super Ski / Downhill Challenge";"1988 Micro?ds/Loriciel/Broderbund.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperSki";"OCS/ECS";"";"";"";"";"super ski eddie edwards downhill challenge english"
"EmulTrap, EmulTrapV";"1122301";"S\SuperSki2\SuperSki2.slave";"";"0";"SuperSki2";"Super Ski II";"1992 Microids";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperSki2";"OCS/ECS";"";"";"";"";"super ski 2 english"
"NoError, EmulTrap, ClearMem";"1577854";"S\SuperSkweek\SuperSkweek.Slave";"Super Skweek ?1990 Loriciel";"0";"SuperSkweek";"Super Skweek";"1990 Loriciel";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperSkweek";"OCS/ECS";"";"";"";"";"super skweek english"
"NoError, EmulTrap, NoDivZero, ClearMem";"1825386";"S\SuperSpaceInvaders\SuperSpaceInvaders.slave";"Super Space Invaders ? 1991 Taito/Domark.";"0";"SuperSpaceInvaders";"Super Space Invaders";"1991 Taito";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperSpaceInvaders";"OCS/ECS";"";"";"";"";"super space invaders english"
"NoError, Req68020, ReqAGA, NoKbd, ClearMem";"4970777";"S\SuperStardustAGA\SuperStardustAGA.Slave";"Super StarDust ? 1994 Bloodhouse Ltd.";"0";"SuperStardustAGA";"Super Stardust";"1994 Bloodhouse LTD";"1900544";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"SuperStardust";"AGA";"";"";"";"";"super stardust english"
"NoError, EmulPriv, Examine";"913492";"S\SuperstarIceHockey\SuperstarIceHockey.Slave";"Superstar Ice Hockey ? 1988 Mindscape.";"0";"SuperstarIceHockey";"Superstar Ice Hockey";"1988 Mindscape";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperstarIceHockey";"OCS/ECS";"";"";"";"";"superstar ice hockey english"
"NoError, Req68020, ReqAGA, ClearMem";"4887377";"S\SuperStreetFighter2AGA\SuperStreetFighter2AGA.Slave";"Super Street Fighter II : The New Challengers";"0";"SuperStreetFighter2AGA";"Super Street Fighter II: The New Challengers";"1995 US Gold";"2097152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"SuperStreetFighter2";"AGA";"";"";"";"";"super street fighter 2 the new challengers english"
"NoError, Req68020, ReqAGA, ClearMem";"4978723";"S\SuperStreetFighter2DXAGA\SuperStreetFighter2DXAGA.Slave";"Super Street Fighter II : The New Challengers";"0";"SuperStreetFighter2DXAGA";"Super Street Fighter II: The New Challengers";"1995 US Gold";"2097152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"SuperStreetFighter2DX";"AGA";"";"";"";"";"super street fighter 2 dx the new challengers english"
"NoError, EmulPriv, Examine";"609713";"S\SuperTetris\SuperTetris.Slave";"Super Tetris ? 1991 Spectrum Holobyte";"0";"SuperTetris";"Super Tetris";"1991 Spectum Holobyte";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperTetris";"OCS/ECS";"";"";"";"";"super tetris english"
"NoError, EmulPriv";"275849";"S\SuperTwintris\SuperTwintris.Slave";"Super-Twintris ? 1991 Big Brother Copy.";"0";"SuperTwintris";"Super Twintris";"1991 by Big Brother Copy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuperTwintris";"OCS/ECS";"";"";"";"";"super twintris english"
"NoError, EmulTrap";"1557991";"S\Supremacy\Supremacy.Slave";"";"0";"Supremacy";"Supremacy";"1990 Virgin Mastertronic Ltd.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Supremacy";"OCS/ECS";"";"";"";"";"supremacy english"
"NoError, ClearMem";"13153485";"S\SuprStrtFtr2TrboAGA\SuprStrtFtr2TrboIntroAGA.slave";"Super Street Fighter II Turbo ? 1995 Gametek.";"0";"SuprStrtFtr2TrboAGA";"Super StreetFighter II Turbo (Intro)";"1995 Gametek";"1310720";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"SuprStrtFtr2Trbo";"AGA";"";"";"";"";"super street fighter ii turbo"
"NoError, Req68020, ReqAGA, ClearMem";"13153485";"S\SuprStrtFtr2TrboAGA\SuprStrtFtr2TrboAGA.slave";"Super Street Fighter II Turbo ? 1995 Gametek.";"0";"SuprStrtFtr2TrboAGA";"Super StreetFighter II Turbo";"1995 Gametek";"1282048";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"SuprStrtFtr2Trbo";"AGA";"";"";"";"";"super street fighter ii turbo"
"NoError, EmulTrap, EmulPriv, ClearMem, Examine";"982366";"S\SuprTennisChmps\SuprTennisChmps.Slave";"Super Tennis Champs ? 1995 Audiogenic";"0";"SuprTennisChmps";"Super Tennis Champs";"1995 Audiogenic";"786432";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"SuprTennisChmps";"OCS/ECS";"";"";"";"";"supr tennis chmps super champs english"
